pk,jsondata,id,name,description,markup_description,unit_pk,unitparameter_pk,contribution_pk,unitdomainelement_pk,frequency,version
50539,,71312149267344002-a,,,,41021,2,36,1346,,1
50540,,7131214925703776-a,,,,41022,2,36,1356,,1
50541,,7131214925703776-cs,,,,41022,1,36,240,,1
50542,,71312149156068043-a,,,,41023,2,36,1350,,1
50543,,71312149976252020-a,,,,41024,2,36,1346,,1
50544,,7131214971402071-a,,,,41025,2,36,1350,,1
50545,,71312149574825892-a,,,,41026,2,36,1347,,1
50546,,71312149332934787-a,,,,41027,2,36,1351,,1
50547,,71312149332934787-cs,,,,41027,1,36,238,,1
50548,,96171626856584014-a,,,,41028,2,36,1360,,1
50549,,96171626856584014-cs,,,,41028,1,36,239,,1
50550,,71312149412979181-a,,,,41029,2,36,1356,,1
50551,,71312149412979181-cs,,,,41029,1,36,240,,1
50552,,71312149500768127-a,,,,41030,2,36,1347,,1
50553,,71312149500768127-cs,,,,41030,1,36,240,,1
50554,,71312149973540266-a,,,,41031,2,36,1349,,1
50555,,71312149973540266-cs,,,,41031,1,36,241,,1
50556,,71312149938451136-a,,,,41032,2,36,1349,,1
50557,,71312149938451136-cs,,,,41032,1,36,241,,1
50558,,71312149926766113-a,,,,41033,2,36,1346,,1
50559,,71312149425104460-a,,,,41034,2,36,1346,,1
50560,,71312149131503694-a,,,,41035,2,36,1356,,1
50561,,71312149131503694-cs,,,,41035,1,36,240,,1
50562,,71312149848317143-a,,,,41036,2,36,1356,,1
50563,,71312149848317143-cs,,,,41036,1,36,240,,1
50564,,71312149302768352-a,,,,41037,2,36,1346,,1
50565,,71312149805646639-a,,,,41038,2,36,1354,,1
50566,,7131214988646892-a,,,,41039,2,36,1347,,1
50567,,71312149411145157-a,,,,41040,2,36,1349,,1
50568,,71312149411145157-cs,,,,41040,1,36,241,,1
50569,,71312149158186030-a,,,,41041,2,36,1350,,1
50570,,71312149603028978-a,,,,41042,2,36,1346,,1
50571,,7131214983678794-a,,,,41043,2,36,1347,,1
50572,,71312149826369685-a,,,,41044,2,36,1347,,1
50573,,71312149781831178-a,,,,41045,2,36,1347,,1
50574,,71312149397198559-a,,,,41046,2,36,1356,,1
50575,,71312149397198559-cs,,,,41046,1,36,240,,1
50576,,71312149991073285-a,,,,41047,2,36,1346,,1
50577,,71312149153725442-a,,,,41048,2,36,1346,,1
50578,,96172232540491895-a,,,,41049,2,36,1347,,1
50579,,71312149705848842-a,,,,41050,2,36,1356,,1
50580,,71312149705848842-cs,,,,41050,1,36,240,,1
50581,,71312149801371098-a,,,,41051,2,36,1357,,1
50582,,71312149801371098-cs,,,,41051,1,36,234,,1
50583,,71312149390295503-a,,,,41052,2,36,1356,,1
50584,,71312149390295503-cs,,,,41052,1,36,240,,1
50585,,71312149924228709-a,,,,41053,2,36,1356,,1
50586,,71312149924228709-cs,,,,41053,1,36,240,,1
50587,,7131214950062107-a,,,,41054,2,36,1347,,1
50588,,71312149698668455-a,,,,41055,2,36,1347,,1
50589,,71312149584796489-a,,,,41056,2,36,1349,,1
50590,,71312149584796489-cs,,,,41056,1,36,241,,1
50591,,71312149718841360-a,,,,41057,2,36,1349,,1
50592,,71312149718841360-cs,,,,41057,1,36,241,,1
50593,,71312149466202149-a,,,,41058,2,36,1349,,1
50594,,71312149466202149-cs,,,,41058,1,36,241,,1
50595,,71312149835444829-a,,,,41059,2,36,1354,,1
50596,,71312149835444829-cs,,,,41059,1,36,241,,1
50597,,713121491465086-a,,,,41060,2,36,1356,,1
50598,,71312149168094056-a,,,,41061,2,36,1353,,1
50599,,71312149168094056-cs,,,,41061,1,36,233,,1
50600,,71312149534901607-a,,,,41062,2,36,1349,,1
50601,,71312149534901607-cs,,,,41062,1,36,241,,1
50602,,7131214933212240-a,,,,41063,2,36,1346,,1
50603,,71312149326565194-a,,,,41064,2,36,1356,,1
50604,,71312149326565194-cs,,,,41064,1,36,240,,1
50605,,71312149232299878-a,,,,41065,2,36,1354,,1
50606,,71312149923611938-a,,,,41066,2,36,1349,,1
50607,,71312149923611938-cs,,,,41066,1,36,241,,1
50608,,71312149807078474-a,,,,41067,2,36,1349,,1
50609,,71312149807078474-cs,,,,41067,1,36,241,,1
50610,,71312149608711107-a,,,,41068,2,36,1356,,1
50611,,71312149608711107-cs,,,,41068,1,36,241,,1
50612,,71312149985558234-a,,,,41069,2,36,1346,,1
50613,,71312149422498004-a,,,,41070,2,36,1356,,1
50614,,71312149422498004-cs,,,,41070,1,36,240,,1
50615,,71312149559762832-a,,,,41071,2,36,1347,,1
50616,,71312149976830301-a,,,,41072,2,36,1346,,1
50617,,7131214918645521-a,,,,41073,2,36,1347,,1
50618,,71312149593875834-a,,,,41074,2,36,1349,,1
50619,,71312149593875834-cs,,,,41074,1,36,241,,1
50620,,884953752820663-a,,,,41075,2,36,1346,,1
50621,,71312149263182459-a,,,,41076,2,36,1349,,1
50622,,71312149263182459-cs,,,,41076,1,36,241,,1
50623,,71312149994457068-a,,,,41077,2,36,1346,,1
50624,,96171641728087447-a,,,,41078,2,36,1360,,1
50625,,96171641728087447-cs,,,,41078,1,36,239,,1
50626,,71312149660391228-a,,,,41079,2,36,1346,,1
50627,,71312149921776843-a,,,,41080,2,36,1356,,1
50628,,71312149921776843-cs,,,,41080,1,36,240,,1
50629,,713121494235779-a,,,,41081,2,36,1359,,1
50630,,713121494235779-cs,,,,41081,1,36,236,,1
50631,,71312149938150569-a,,,,41082,2,36,1349,,1
50632,,71312149938150569-cs,,,,41082,1,36,241,,1
50633,,7131214956145511-a,,,,41083,2,36,1347,,1
50634,,71312149754104690-a,,,,41084,2,36,1346,,1
50635,,71312149982571608-a,,,,41085,2,36,1346,,1
50636,,71312149339341112-a,,,,41086,2,36,1354,,1
50637,,71312149590487558-a,,,,41087,2,36,1356,,1
50638,,71312149590487558-cs,,,,41087,1,36,240,,1
50639,,71312149624754140-a,,,,41088,2,36,1358,,1
50640,,71312149287113934-a,,,,41089,2,36,1356,,1
50641,,71312149287113934-cs,,,,41089,1,36,240,,1
50642,,71312149288042081-a,,,,41090,2,36,1349,,1
50643,,71312149288042081-cs,,,,41090,1,36,241,,1
50644,,71312149802205350-a,,,,41091,2,36,1347,,1
50645,,71312149821203507-a,,,,41092,2,36,1346,,1
50646,,71312149804824969-a,,,,41093,2,36,1346,,1
50647,,71312149657679695-a,,,,41094,2,36,1346,,1
50648,,71312149657679695-cs,,,,41094,1,36,240,,1
50649,,7131214994776824-a,,,,41095,2,36,1349,,1
50650,,7131214994776824-cs,,,,41095,1,36,241,,1
50651,,71312149607450661-a,,,,41096,2,36,1351,,1
50652,,71312149607450661-cs,,,,41096,1,36,238,,1
50653,,71312149839691905-a,,,,41097,2,36,1346,,1
50654,,71312149758715899-a,,,,41098,2,36,1352,,1
50655,,71312149758715899-cs,,,,41098,1,36,237,,1
50656,,71312149431518333-a,,,,41099,2,36,1356,,1
50657,,71312149431518333-cs,,,,41099,1,36,240,,1
50658,,7131214970610747-a,,,,41100,2,36,1356,,1
50659,,7131214970610747-cs,,,,41100,1,36,240,,1
50660,,71312149678615486-a,,,,41101,2,36,1360,,1
50661,,71312149678615486-cs,,,,41101,1,36,240,,1
50662,,71312149209925443-a,,,,41102,2,36,1351,,1
50663,,71312149209925443-cs,,,,41102,1,36,238,,1
50664,,71312149492499163-a,,,,41103,2,36,1356,,1
50665,,71312149492499163-cs,,,,41103,1,36,240,,1
50666,,71312149681413855-a,,,,41104,2,36,1349,,1
50667,,71312149681413855-cs,,,,41104,1,36,241,,1
50668,,71312149311771155-a,,,,41105,2,36,1346,,1
50669,,71312149487087309-a,,,,41106,2,36,1348,,1
50670,,71312149216062144-a,,,,41107,2,36,1346,,1
50671,,71312149587008656-a,,,,41108,2,36,1346,,1
50672,,71312149779980698-a,,,,41109,2,36,1356,,1
50673,,71312149779980698-cs,,,,41109,1,36,240,,1
50674,,71312149264793343-a,,,,41110,2,36,1346,,1
50675,,71312149153878767-a,,,,41111,2,36,1346,,1
50676,,71312149164210858-a,,,,41112,2,36,1349,,1
50677,,71312149164210858-cs,,,,41112,1,36,241,,1
50678,,71312149823972446-a,,,,41113,2,36,1349,,1
50679,,71312149823972446-cs,,,,41113,1,36,241,,1
50680,,7131214921339590-a,,,,41114,2,36,1354,,1
50681,,71312149118946061-a,,,,41115,2,36,1346,,1
50682,,77251531481420658-a,,,,41116,2,36,1349,,1
50683,,77251531481420658-cs,,,,41116,1,36,241,,1
50684,,7131214978360127-a,,,,41117,2,36,1349,,1
50685,,7131214978360127-cs,,,,41117,1,36,241,,1
50686,,71312149847173441-a,,,,41118,2,36,1356,,1
50687,,71312149847173441-cs,,,,41118,1,36,240,,1
50688,,71312149192562304-a,,,,41119,2,36,1346,,1
50689,,71312149399769376-a,,,,41120,2,36,1349,,1
50690,,71312149399769376-cs,,,,41120,1,36,241,,1
50691,,71312149183520679-a,,,,41121,2,36,1349,,1
50692,,71312149183520679-cs,,,,41121,1,36,241,,1
50693,,71312149772875081-a,,,,41122,2,36,1352,,1
50694,,71312149772875081-cs,,,,41122,1,36,237,,1
50695,,71312149511929894-a,,,,41123,2,36,1346,,1
50696,,71312149281896250-a,,,,41124,2,36,1346,,1
50697,,7131214963885931-a,,,,41125,2,36,1347,,1
50698,,71312149517817088-a,,,,41126,2,36,1352,,1
50699,,71312149517817088-cs,,,,41126,1,36,237,,1
50700,,71312149967584513-a,,,,41127,2,36,1352,,1
50701,,71312149967584513-cs,,,,41127,1,36,237,,1
50702,,71312149257962711-a,,,,41128,2,36,1349,,1
50703,,71312149257962711-cs,,,,41128,1,36,241,,1
50704,,71312149995146730-a,,,,41129,2,36,1349,,1
50705,,71312149995146730-cs,,,,41129,1,36,241,,1
50706,,71312149295609045-a,,,,41130,2,36,1349,,1
50707,,71312149295609045-cs,,,,41130,1,36,241,,1
50708,,7131214982686794-a,,,,41131,2,36,1346,,1
50709,,71312149100167987-a,,,,41132,2,36,1346,,1
50710,,71312149660141939-a,,,,41133,2,36,1356,,1
50711,,71312149660141939-cs,,,,41133,1,36,240,,1
50712,,71312149663220639-a,,,,41134,2,36,1346,,1
50713,,71312149355568945-a,,,,41135,2,36,1347,,1
50714,,71312149345303745-a,,,,41136,2,36,1347,,1
50715,,71312149988772646-a,,,,41137,2,36,1346,,1
50716,,71312149511073247-a,,,,41138,2,36,1347,,1
50717,,71312149830621977-a,,,,41139,2,36,1346,,1
50718,,71312149295776782-a,,,,41140,2,36,1349,,1
50719,,71312149295776782-cs,,,,41140,1,36,241,,1
50720,,71312149510104623-a,,,,41141,2,36,1346,,1
50721,,71312149950283333-a,,,,41142,2,36,1351,,1
50722,,71312149950283333-cs,,,,41142,1,36,238,,1
50723,,71312149642041553-a,,,,41143,2,36,1353,,1
50724,,71312149642041553-cs,,,,41143,1,36,233,,1
50725,,71312149240896707-a,,,,41144,2,36,1353,,1
50726,,71312149240896707-cs,,,,41144,1,36,233,,1
50727,,7131214992066981-a,,,,41145,2,36,1349,,1
50728,,7131214992066981-cs,,,,41145,1,36,241,,1
50729,,71312149934143518-a,,,,41146,2,36,1353,,1
50730,,71312149934143518-cs,,,,41146,1,36,233,,1
50731,,71312149625183540-a,,,,41147,2,36,1349,,1
50732,,71312149625183540-cs,,,,41147,1,36,241,,1
50733,,71312149736005916-a,,,,41148,2,36,1347,,1
50734,,71312149688344751-a,,,,41149,2,36,1352,,1
50735,,71312149688344751-cs,,,,41149,1,36,237,,1
50736,,71312149475621476-a,,,,41150,2,36,1353,,1
50737,,71312149475621476-cs,,,,41150,1,36,233,,1
50738,,71312149123102349-a,,,,41151,2,36,1351,,1
50739,,71312149123102349-cs,,,,41151,1,36,238,,1
50740,,71312149902003289-a,,,,41152,2,36,1351,,1
50741,,71312149902003289-cs,,,,41152,1,36,238,,1
50742,,7131214985194918-a,,,,41153,2,36,1347,,1
50743,,71312149772872828-a,,,,41154,2,36,1358,,1
50744,,713121496838208-a,,,,41155,2,36,1347,,1
50745,,71312149648358715-a,,,,41156,2,36,1347,,1
50746,,71312149350381587-a,,,,41157,2,36,1349,,1
50747,,71312149350381587-cs,,,,41157,1,36,241,,1
50748,,7131214911173682-a,,,,41158,2,36,1357,,1
50749,,7131214911173682-cs,,,,41158,1,36,234,,1
50750,,71312149958479355-a,,,,41159,2,36,1349,,1
50751,,71312149958479355-cs,,,,41159,1,36,241,,1
50752,,71312149353512806-a,,,,41160,2,36,1346,,1
50753,,71312149350863383-a,,,,41161,2,36,1346,,1
50754,,71312149870363652-a,,,,41162,2,36,1356,,1
50755,,71312149870363652-cs,,,,41162,1,36,240,,1
50756,,71312149543705940-a,,,,41163,2,36,1358,,1
50757,,71312149602288503-a,,,,41164,2,36,1346,,1
50758,,71312149126078138-a,,,,41165,2,36,1356,,1
50759,,71312149126078138-cs,,,,41165,1,36,240,,1
50760,,71312149740670955-a,,,,41166,2,36,1346,,1
50761,,71312149790152603-a,,,,41167,2,36,1349,,1
50762,,71312149790152603-cs,,,,41167,1,36,241,,1
50763,,71312149390417839-a,,,,41168,2,36,1349,,1
50764,,71312149390417839-cs,,,,41168,1,36,241,,1
50765,,71312149906644979-a,,,,41169,2,36,1349,,1
50766,,71312149906644979-cs,,,,41169,1,36,241,,1
50767,,71312149256615135-a,,,,41170,2,36,1346,,1
50768,,71312149588175890-a,,,,41171,2,36,1347,,1
50769,,71312149866660951-a,,,,41172,2,36,1346,,1
50770,,71312149822284073-a,,,,41173,2,36,1346,,1
50771,,71312149347776135-a,,,,41174,2,36,1347,,1
50772,,71312149766290290-a,,,,41175,2,36,1346,,1
50773,,71312149487192701-a,,,,41176,2,36,1356,,1
50774,,71312149487192701-cs,,,,41176,1,36,240,,1
50775,,71312149237062240-a,,,,41177,2,36,1346,,1
50776,,71312149124667307-a,,,,41178,2,36,1346,,1
50777,,71312149124667307-cs,,,,41178,1,36,234,,1
50778,,71312149273711161-a,,,,41179,2,36,1356,,1
50779,,71312149273711161-cs,,,,41179,1,36,240,,1
50780,,71312149685695268-a,,,,41180,2,36,1357,,1
50781,,71312149685695268-cs,,,,41180,1,36,234,,1
50782,,71312149673516196-a,,,,41181,2,36,1346,,1
50783,,71312149960328324-a,,,,41182,2,36,1349,,1
50784,,71312149960328324-cs,,,,41182,1,36,241,,1
50785,,71312149347749551-a,,,,41183,2,36,1354,,1
50786,,71312149631149394-a,,,,41184,2,36,1354,,1
50787,,71312149631149394-cs,,,,41184,1,36,241,,1
50788,,71312149991952396-a,,,,41185,2,36,1349,,1
50789,,71312149991952396-cs,,,,41185,1,36,241,,1
50790,,71312149639243181-a,,,,41186,2,36,1346,,1
50791,,71312149126481904-a,,,,41187,2,36,1347,,1
50792,,71312149653284428-a,,,,41188,2,36,1357,,1
50793,,71312149653284428-cs,,,,41188,1,36,234,,1
50794,,71312149225786467-a,,,,41189,2,36,1357,,1
50795,,71312149963666198-a,,,,41190,2,36,1346,,1
50796,,71312149945132504-a,,,,41191,2,36,1349,,1
50797,,71312149945132504-cs,,,,41191,1,36,241,,1
50798,,71312149606913193-a,,,,41192,2,36,1346,,1
50799,,71312149268977924-a,,,,41193,2,36,1346,,1
50800,,7131214997263622-a,,,,41194,2,36,1346,,1
50801,,71312149647793355-a,,,,41195,2,36,1347,,1
50802,,71312149611180677-a,,,,41196,2,36,1346,,1
50803,,71312149964278849-a,,,,41197,2,36,1348,,1
50804,,7131214925968396-a,,,,41198,2,36,1349,,1
50805,,7131214925968396-cs,,,,41198,1,36,241,,1
50806,,88151324863904531-a,,,,41199,2,36,1354,,1
50807,,71312149708748196-a,,,,41200,2,36,1354,,1
50808,,71312149708748196-cs,,,,41200,1,36,241,,1
50809,,71312149851363618-a,,,,41201,2,36,1358,,1
50810,,71312149199052852-a,,,,41202,2,36,1349,,1
50811,,71312149199052852-cs,,,,41202,1,36,241,,1
50812,,71312149937665062-a,,,,41203,2,36,1351,,1
50813,,71312149937665062-cs,,,,41203,1,36,238,,1
50814,,71312149793553850-a,,,,41204,2,36,1351,,1
50815,,71312149793553850-cs,,,,41204,1,36,238,,1
50816,,71312149150997611-a,,,,41205,2,36,1346,,1
50817,,71312149274705124-a,,,,41206,2,36,1347,,1
50818,,71312149362211265-a,,,,41207,2,36,1347,,1
50819,,71312149838463041-a,,,,41208,2,36,1347,,1
50820,,71312149551024405-a,,,,41209,2,36,1356,,1
50821,,71312149551024405-cs,,,,41209,1,36,240,,1
50822,,71312149405884631-a,,,,41210,2,36,1347,,1
50823,,71312149622134024-a,,,,41211,2,36,1346,,1
50824,,71312149337238647-a,,,,41212,2,36,1348,,1
50825,,71312149824826479-a,,,,41213,2,36,1349,,1
50826,,71312149824826479-cs,,,,41213,1,36,241,,1
50827,,71312149261167794-a,,,,41214,2,36,1346,,1
50828,,71312149563481788-a,,,,41215,2,36,1360,,1
50829,,71312149563481788-cs,,,,41215,1,36,236,,1
50830,,71312149421907594-a,,,,41216,2,36,1347,,1
50831,,71312149704407762-a,,,,41217,2,36,1351,,1
50832,,71312149704407762-cs,,,,41217,1,36,238,,1
50833,,71312149837756985-a,,,,41218,2,36,1346,,1
50834,,71312149796442191-a,,,,41219,2,36,1354,,1
50835,,71312149543029446-a,,,,41220,2,36,1347,,1
50836,,71312149113453983-a,,,,41221,2,36,1346,,1
50837,,71312149588019422-a,,,,41222,2,36,1356,,1
50838,,71312149588019422-cs,,,,41222,1,36,240,,1
50839,,71312149559602760-a,,,,41223,2,36,1346,,1
50840,,7131214984772880-a,,,,41224,2,36,1346,,1
50841,,71312149459144182-a,,,,41225,2,36,1346,,1
50842,,71312149461184444-a,,,,41226,2,36,1349,,1
50843,,71312149461184444-cs,,,,41226,1,36,241,,1
50844,,71312149378273731-a,,,,41227,2,36,1347,,1
50845,,71312149378273731-cs,,,,41227,1,36,241,,1
50846,,71312149385332586-a,,,,41228,2,36,1349,,1
50847,,71312149385332586-cs,,,,41228,1,36,241,,1
50848,,713121498382630-a,,,,41229,2,36,1348,,1
50849,,713121498382630-cs,,,,41229,1,36,235,,1
50850,,71312149914933505-a,,,,41230,2,36,1345,,1
50851,,71312149914933505-cs,,,,41230,1,36,235,,1
50852,,71312149563137205-a,,,,41231,2,36,1347,,1
50853,,71312149106796388-a,,,,41232,2,36,1354,,1
50854,,71312149960243059-a,,,,41233,2,36,1345,,1
50855,,71312149483430351-a,,,,41234,2,36,1357,,1
50856,,71312149483430351-cs,,,,41234,1,36,234,,1
50857,,71312149596435794-a,,,,41235,2,36,1346,,1
50858,,71312149988921378-a,,,,41236,2,36,1346,,1
50859,,71312149321831153-a,,,,41237,2,36,1356,,1
50860,,71312149321831153-cs,,,,41237,1,36,240,,1
50861,,71312149611136698-a,,,,41238,2,36,1350,,1
50862,,71312149426318315-a,,,,41239,2,36,1346,,1
50863,,71312149568009900-a,,,,41240,2,36,1347,,1
50864,,71312149811671494-a,,,,41241,2,36,1356,,1
50865,,71312149811671494-cs,,,,41241,1,36,240,,1
50866,,71312149716322773-a,,,,41242,2,36,1356,,1
50867,,71312149716322773-cs,,,,41242,1,36,240,,1
50868,,71312149526378145-a,,,,41243,2,36,1346,,1
50869,,71312149451203452-a,,,,41244,2,36,1354,,1
50870,,7131214958442253-a,,,,41245,2,36,1349,,1
50871,,7131214958442253-cs,,,,41245,1,36,241,,1
50872,,71312149465669679-a,,,,41246,2,36,1356,,1
50873,,71312149465669679-cs,,,,41246,1,36,240,,1
50874,,71312149182387882-a,,,,41247,2,36,1356,,1
50875,,71312149182387882-cs,,,,41247,1,36,240,,1
50876,,71312149269937900-a,,,,41248,2,36,1346,,1
50877,,71312149847155897-a,,,,41249,2,36,1356,,1
50878,,71312149847155897-cs,,,,41249,1,36,240,,1
50879,,71312149617900627-a,,,,41250,2,36,1349,,1
50880,,71312149617900627-cs,,,,41250,1,36,241,,1
50881,,71312149224981129-a,,,,41251,2,36,1356,,1
50882,,71312149224981129-cs,,,,41251,1,36,240,,1
50883,,7131214997764651-a,,,,41252,2,36,1349,,1
50884,,7131214997764651-cs,,,,41252,1,36,241,,1
50885,,71312149711814956-a,,,,41253,2,36,1354,,1
50886,,71312149485439191-a,,,,41254,2,36,1347,,1
50887,,71312149488488914-a,,,,41255,2,36,1346,,1
50888,,71312149488488914-cs,,,,41255,1,36,234,,1
50889,,72141525363007561-a,,,,41256,2,7,1377,,1
50890,,71312149935599229-a,,,,41257,2,36,1347,,1
50891,,71312149561676819-a,,,,41258,2,36,1349,,1
50892,,71312149561676819-cs,,,,41258,1,36,241,,1
50893,,71312149214433929-a,,,,41259,2,36,1346,,1
50894,,7131214921735967-a,,,,41260,2,36,1349,,1
50895,,7131214921735967-cs,,,,41260,1,36,241,,1
50896,,71312149113187094-a,,,,41261,2,36,1346,,1
50897,,71312149469674506-a,,,,41262,2,36,1347,,1
50898,,71312149346124217-a,,,,41263,2,36,1356,,1
50899,,71312149346124217-cs,,,,41263,1,36,240,,1
50900,,71312149569738704-a,,,,41264,2,36,1349,,1
50901,,71312149569738704-cs,,,,41264,1,36,241,,1
50902,,71312149576690481-a,,,,41265,2,36,1346,,1
50903,,8841944352674281-a,,,,41266,2,36,1349,,1
50904,,8841944352674281-cs,,,,41266,1,36,241,,1
50905,,71312149370492125-a,,,,41267,2,36,1349,,1
50906,,71312149370492125-cs,,,,41267,1,36,241,,1
50907,,71312149934625321-a,,,,41268,2,36,1346,,1
50908,,71312149907937956-a,,,,41269,2,36,1359,,1
50909,,71312149907937956-cs,,,,41269,1,36,234,,1
50910,,71312149545837750-a,,,,41270,2,36,1349,,1
50911,,71312149545837750-cs,,,,41270,1,36,241,,1
50912,,71312149786796431-a,,,,41271,2,36,1350,,1
50913,,71312149208102922-a,,,,41272,2,36,1348,,1
50914,,71312149255069952-a,,,,41273,2,36,1347,,1
50915,,71312149164733809-a,,,,41274,2,36,1356,,1
50916,,71312149164733809-cs,,,,41274,1,36,240,,1
50917,,71312149109409504-a,,,,41275,2,36,1356,,1
50918,,71312149109409504-cs,,,,41275,1,36,240,,1
50919,,71312149198161763-a,,,,41276,2,36,1349,,1
50920,,71312149198161763-cs,,,,41276,1,36,241,,1
50921,,71312149641364768-a,,,,41277,2,36,1349,,1
50922,,71312149641364768-cs,,,,41277,1,36,241,,1
50923,,71312149507409217-a,,,,41278,2,36,1349,,1
50924,,71312149507409217-cs,,,,41278,1,36,241,,1
50925,,71312149919694536-a,,,,41279,2,36,1346,,1
50926,,71312149418002112-a,,,,41280,2,36,1346,,1
50927,,71312149989857871-a,,,,41281,2,36,1349,,1
50928,,71312149989857871-cs,,,,41281,1,36,241,,1
50929,,71312149356955678-a,,,,41282,2,36,1349,,1
50930,,71312149356955678-cs,,,,41282,1,36,241,,1
50931,,7131214988035818-a,,,,41283,2,36,1346,,1
50932,,7131214988212101-a,,,,41284,2,36,1347,,1
50933,,71312149900788023-a,,,,41285,2,36,1349,,1
50934,,71312149900788023-cs,,,,41285,1,36,241,,1
50935,,71312149260526097-a,,,,41286,2,36,1346,,1
50936,,71312149380922750-a,,,,41287,2,36,1349,,1
50937,,71312149380922750-cs,,,,41287,1,36,241,,1
50938,,71312149780896268-a,,,,41288,2,36,1346,,1
50939,,71312149980491769-a,,,,41289,2,36,1356,,1
50940,,71312149980491769-cs,,,,41289,1,36,240,,1
50941,,71312149356734209-a,,,,41290,2,36,1347,,1
50942,,71312149151546591-a,,,,41291,2,36,1346,,1
50943,,71312149694692148-a,,,,41292,2,36,1349,,1
50944,,71312149694692148-cs,,,,41292,1,36,241,,1
50945,,71312149598780358-a,,,,41293,2,36,1356,,1
50946,,71312149598780358-cs,,,,41293,1,36,240,,1
50947,,71312149472423721-a,,,,41294,2,36,1347,,1
50948,,71312149781323246-a,,,,41295,2,36,1351,,1
50949,,71312149781323246-cs,,,,41295,1,36,238,,1
50950,,71312149538046473-a,,,,41296,2,36,1346,,1
50951,,71312149765049039-a,,,,41297,2,36,1356,,1
50952,,71312149765049039-cs,,,,41297,1,36,240,,1
50953,,71312149564899349-a,,,,41298,2,36,1349,,1
50954,,71312149564899349-cs,,,,41298,1,36,241,,1
50955,,71312149378169904-a,,,,41299,2,36,1346,,1
50956,,71312149565125288-a,,,,41300,2,36,1349,,1
50957,,71312149565125288-cs,,,,41300,1,36,241,,1
50958,,71312149753775785-a,,,,41301,2,36,1346,,1
50959,,71312149325810296-a,,,,41302,2,36,1353,,1
50960,,71312149325810296-cs,,,,41302,1,36,233,,1
50961,,71312149882797093-a,,,,41303,2,36,1356,,1
50962,,71312149882797093-cs,,,,41303,1,36,240,,1
50963,,71312149320345204-a,,,,41304,2,36,1349,,1
50964,,71312149320345204-cs,,,,41304,1,36,241,,1
50965,,71312149195548819-a,,,,41305,2,36,1346,,1
50966,,71312149825045742-a,,,,41306,2,36,1354,,1
50967,,71312149450040973-a,,,,41307,2,36,1354,,1
50968,,71312149450040973-cs,,,,41307,1,36,241,,1
50969,,71312149562313413-a,,,,41308,2,36,1347,,1
50970,,71312149225349499-a,,,,41309,2,36,1351,,1
50971,,71312149225349499-cs,,,,41309,1,36,238,,1
50972,,71312149143103587-a,,,,41310,2,36,1346,,1
50973,,71312149926529564-a,,,,41311,2,36,1353,,1
50974,,71312149926529564-cs,,,,41311,1,36,233,,1
50975,,89251252744280986-a,,,,41312,2,36,1347,,1
50976,,71312149450525101-a,,,,41313,2,36,1349,,1
50977,,71312149450525101-cs,,,,41313,1,36,241,,1
50978,,71312149680178551-a,,,,41314,2,36,1346,,1
50979,,71312149555971004-a,,,,41315,2,36,1346,,1
50980,,7131214933209597-a,,,,41316,2,36,1356,,1
50981,,7131214933209597-cs,,,,41316,1,36,240,,1
50982,,71312149207847221-a,,,,41317,2,36,1346,,1
50983,,71312149511813375-a,,,,41318,2,36,1348,,1
50984,,71312149984972282-a,,,,41319,2,36,1349,,1
50985,,71312149984972282-cs,,,,41319,1,36,241,,1
50986,,71312149292232585-a,,,,41320,2,36,1358,,1
50987,,71312149292232585-cs,,,,41320,1,36,236,,1
50988,,71312149928193756-a,,,,41321,2,36,1349,,1
50989,,71312149928193756-cs,,,,41321,1,36,241,,1
50990,,71312149100341508-a,,,,41322,2,36,1349,,1
50991,,71312149100341508-cs,,,,41322,1,36,241,,1
50992,,71312149687013259-a,,,,41323,2,36,1349,,1
50993,,71312149687013259-cs,,,,41323,1,36,241,,1
50994,,71312149808190497-a,,,,41324,2,36,1347,,1
50995,,71312149808190497-cs,,,,41324,1,36,241,,1
50996,,71312149311191604-a,,,,41325,2,36,1347,,1
50997,,71312149236864909-a,,,,41326,2,36,1346,,1
50998,,7131214994826526-a,,,,41327,2,36,1351,,1
50999,,7131214994826526-cs,,,,41327,1,36,238,,1
51000,,71312149497480535-a,,,,41328,2,36,1351,,1
51001,,71312149497480535-cs,,,,41328,1,36,238,,1
51002,,71312149694390688-a,,,,41329,2,36,1351,,1
51003,,71312149694390688-cs,,,,41329,1,36,238,,1
51004,,71312149768120103-a,,,,41330,2,36,1346,,1
51005,,71312149977278432-a,,,,41331,2,36,1346,,1
51006,,71312149402954437-a,,,,41332,2,36,1347,,1
51007,,72141525848024149-a,,,,41333,2,7,1377,,1
51008,,71312149503254961-a,,,,41334,2,36,1358,,1
51009,,71312149490868599-a,,,,41335,2,36,1349,,1
51010,,71312149490868599-cs,,,,41335,1,36,241,,1
51011,,71312149631058676-a,,,,41336,2,36,1346,,1
51012,,71312149326075966-a,,,,41337,2,36,1346,,1
51013,,71312149388841976-a,,,,41338,2,36,1349,,1
51014,,71312149388841976-cs,,,,41338,1,36,241,,1
51015,,71312149207177706-a,,,,41339,2,36,1346,,1
51016,,71312149473242793-a,,,,41340,2,36,1348,,1
51017,,71312149762992421-a,,,,41341,2,36,1346,,1
51018,,71312149464447933-a,,,,41342,2,36,1353,,1
51019,,71312149464447933-cs,,,,41342,1,36,233,,1
