borrowed_score,age_score,simplicity_score,pk,borrowed,analyzability
0,0.5,1,472,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,473,5. no evidence for borrowing,analyzable phrasal
1,0.5,1,474,1. clearly borrowed,unanalyzable
0,0.5,1,475,5. no evidence for borrowing,unanalyzable
1,0.8,1,476,1. clearly borrowed,unanalyzable
1,0.7,1,477,1. clearly borrowed,unanalyzable
1,0.6,1,478,1. clearly borrowed,unanalyzable
0,0.5,1,479,5. no evidence for borrowing,unanalyzable
0.75,0.8,1,480,2. probably borrowed,unanalyzable
0,0.5,1,481,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,482,5. no evidence for borrowing,analyzable derived
0,0.5,0.75,483,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,484,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,485,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,486,5. no evidence for borrowing,analyzable derived
0,0.5,1,487,5. no evidence for borrowing,unanalyzable
,,,58066,,
0,1,1,488,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,489,2. probably borrowed,unanalyzable
0,0.5,1,490,5. no evidence for borrowing,unanalyzable
0,0.5,1,491,5. no evidence for borrowing,unanalyzable
0,0.5,1,492,5. no evidence for borrowing,unanalyzable
0,0.5,0.75,493,5. no evidence for borrowing,semi-analyzable
0,1,1,494,5. no evidence for borrowing,unanalyzable
0,0.5,1,495,5. no evidence for borrowing,unanalyzable
0,0.5,1,496,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,497,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,498,5. no evidence for borrowing,analyzable phrasal
0,1,0.75,499,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,500,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,501,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,502,1. clearly borrowed,unanalyzable
0,0.5,1,503,5. no evidence for borrowing,unanalyzable
1,0.5,0.5,504,1. clearly borrowed,analyzable derived
0,1,1,505,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,506,2. probably borrowed,unanalyzable
0,0.5,0.5,507,5. no evidence for borrowing,analyzable phrasal
1,0.5,0.5,508,1. clearly borrowed,analyzable phrasal
0,0.5,0.5,509,5. no evidence for borrowing,analyzable derived
0.5,0.5,1,510,3. perhaps borrowed,unanalyzable
0,0.5,0.75,511,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,512,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,513,5. no evidence for borrowing,analyzable phrasal
0,0.8,1,514,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,515,5. no evidence for borrowing,analyzable derived
0,0.5,1,516,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,517,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,518,5. no evidence for borrowing,analyzable phrasal
1,0.8,1,519,1. clearly borrowed,unanalyzable
0.5,0.5,1,520,3. perhaps borrowed,unanalyzable
1,0.5,1,521,1. clearly borrowed,unanalyzable
0,0.5,1,522,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,523,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,1,524,3. perhaps borrowed,unanalyzable
0,0.5,1,525,5. no evidence for borrowing,unanalyzable
0,1,1,526,5. no evidence for borrowing,unanalyzable
0,1,1,527,5. no evidence for borrowing,unanalyzable
0,0.5,1,528,5. no evidence for borrowing,unanalyzable
0.5,0.5,1,529,3. perhaps borrowed,unanalyzable
0.75,0.5,1,530,2. probably borrowed,unanalyzable
0.75,0.5,1,531,2. probably borrowed,unanalyzable
0,0.5,1,532,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,533,2. probably borrowed,unanalyzable
0,0.5,0.5,534,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,0.5,535,3. perhaps borrowed,analyzable derived
0.5,0.5,0.5,536,3. perhaps borrowed,analyzable derived
0.5,0.5,0.5,537,3. perhaps borrowed,analyzable derived
0,0.5,0.75,538,5. no evidence for borrowing,semi-analyzable
0.5,0.5,1,539,3. perhaps borrowed,unanalyzable
1,0.5,0.5,540,1. clearly borrowed,analyzable phrasal
0.75,0.5,1,541,2. probably borrowed,unanalyzable
0,0.5,0.5,542,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,543,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,544,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,0.75,545,3. perhaps borrowed,semi-analyzable
0,0.5,0.75,546,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,547,5. no evidence for borrowing,analyzable derived
0.5,0.5,1,548,3. perhaps borrowed,unanalyzable
0,0.5,0.5,549,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,550,5. no evidence for borrowing,analyzable derived
0.5,0.5,1,551,3. perhaps borrowed,unanalyzable
0,0.5,0.5,552,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,0.75,553,3. perhaps borrowed,semi-analyzable
0.75,0.5,0.75,554,2. probably borrowed,semi-analyzable
0,0.5,1,555,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,556,2. probably borrowed,unanalyzable
0.5,0.5,1,557,3. perhaps borrowed,unanalyzable
0,0.5,1,558,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,559,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,560,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,561,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,562,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,1,563,3. perhaps borrowed,unanalyzable
0,0.5,0.5,564,5. no evidence for borrowing,analyzable derived
0,1,1,565,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,566,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,567,5. no evidence for borrowing,analyzable phrasal
,,,58067,,
,,,58068,,
0,0.5,0.5,568,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.75,569,5. no evidence for borrowing,semi-analyzable
0,0.5,1,570,5. no evidence for borrowing,unanalyzable
0,0.5,1,571,5. no evidence for borrowing,unanalyzable
0,1,0.5,572,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,1,573,3. perhaps borrowed,unanalyzable
0,0.5,0.5,574,5. no evidence for borrowing,analyzable phrasal
0,0.5,1,575,5. no evidence for borrowing,unanalyzable
0,1,1,576,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,577,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,578,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,579,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.75,580,5. no evidence for borrowing,semi-analyzable
0,0.5,0.75,581,5. no evidence for borrowing,semi-analyzable
0,0.5,0.75,582,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,583,5. no evidence for borrowing,analyzable derived
0,0.5,1,584,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,585,5. no evidence for borrowing,analyzable phrasal
0,1,1,586,5. no evidence for borrowing,unanalyzable
0,1,1,587,5. no evidence for borrowing,unanalyzable
0,0.5,0.75,588,5. no evidence for borrowing,semi-analyzable
0,1,1,589,5. no evidence for borrowing,unanalyzable
0,1,1,590,5. no evidence for borrowing,unanalyzable
0.75,0.5,0.5,591,2. probably borrowed,analyzable derived
0,0.5,1,592,5. no evidence for borrowing,unanalyzable
0,0.5,1,593,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,594,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,595,5. no evidence for borrowing,analyzable phrasal
0.75,0.8,1,596,2. probably borrowed,unanalyzable
0.5,0.5,1,597,3. perhaps borrowed,unanalyzable
0.25,0.5,0.75,598,4. very little evidence for borrowing,semi-analyzable
0.75,0.5,0.5,599,2. probably borrowed,analyzable derived
0.5,0.5,0.5,600,3. perhaps borrowed,analyzable derived
0,1,1,601,5. no evidence for borrowing,unanalyzable
0.75,0.5,0.5,602,2. probably borrowed,analyzable phrasal
0,1,1,603,5. no evidence for borrowing,unanalyzable
0,1,1,604,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,605,2. probably borrowed,unanalyzable
0.75,0.5,1,606,2. probably borrowed,unanalyzable
1,0.7,1,607,1. clearly borrowed,unanalyzable
0,0.5,1,608,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,609,2. probably borrowed,unanalyzable
0,0.5,1,610,5. no evidence for borrowing,unanalyzable
0.5,0.5,1,611,3. perhaps borrowed,unanalyzable
0.5,0.5,1,612,3. perhaps borrowed,unanalyzable
1,0.6,1,613,1. clearly borrowed,unanalyzable
0.5,0.5,1,614,3. perhaps borrowed,unanalyzable
0,0.5,0.5,615,5. no evidence for borrowing,analyzable phrasal
1,1,1,616,1. clearly borrowed,unanalyzable
0.5,0.5,1,617,3. perhaps borrowed,unanalyzable
0.5,0.5,1,618,3. perhaps borrowed,unanalyzable
0.5,0.5,1,619,3. perhaps borrowed,unanalyzable
0,0.5,1,620,5. no evidence for borrowing,unanalyzable
0,1,0.5,621,5. no evidence for borrowing,analyzable phrasal
1,0.5,0.5,622,1. clearly borrowed,analyzable phrasal
0.75,0.5,1,623,2. probably borrowed,unanalyzable
1,0.8,1,624,1. clearly borrowed,unanalyzable
0,1,0.5,625,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,626,1. clearly borrowed,unanalyzable
0,1,1,627,5. no evidence for borrowing,unanalyzable
0,1,0.5,628,5. no evidence for borrowing,analyzable derived
1,0.5,0.5,629,1. clearly borrowed,analyzable phrasal
0,1,1,630,5. no evidence for borrowing,unanalyzable
1,0.5,1,631,1. clearly borrowed,unanalyzable
1,0.6,1,632,1. clearly borrowed,unanalyzable
1,1,1,633,1. clearly borrowed,unanalyzable
0.5,0.5,1,634,3. perhaps borrowed,unanalyzable
0,0.5,0.75,635,5. no evidence for borrowing,semi-analyzable
0,1,1,636,5. no evidence for borrowing,unanalyzable
0,0.5,0.75,637,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,638,5. no evidence for borrowing,analyzable compound
0.5,0.5,1,639,3. perhaps borrowed,unanalyzable
0.5,0.5,1,640,3. perhaps borrowed,unanalyzable
0.5,0.5,1,641,3. perhaps borrowed,unanalyzable
0.5,0.5,1,642,3. perhaps borrowed,unanalyzable
1,0.7,1,643,1. clearly borrowed,unanalyzable
0.5,0.5,0.5,644,3. perhaps borrowed,analyzable phrasal
0,1,1,645,5. no evidence for borrowing,unanalyzable
0,1,0.5,646,5. no evidence for borrowing,analyzable phrasal
1,0.8,0.75,647,1. clearly borrowed,semi-analyzable
0.5,0.5,1,648,3. perhaps borrowed,unanalyzable
0,0.5,1,649,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,650,2. probably borrowed,unanalyzable
0.5,0.5,1,651,3. perhaps borrowed,unanalyzable
1,0.7,1,652,1. clearly borrowed,unanalyzable
0.5,0.5,0.5,653,3. perhaps borrowed,analyzable derived
0.5,0.5,1,654,3. perhaps borrowed,unanalyzable
0.5,0.5,1,655,3. perhaps borrowed,unanalyzable
0,1,1,656,5. no evidence for borrowing,unanalyzable
0.5,0.5,1,657,3. perhaps borrowed,unanalyzable
1,0.5,1,658,1. clearly borrowed,unanalyzable
1,0.7,0.5,659,1. clearly borrowed,analyzable phrasal
0.5,0.5,1,660,3. perhaps borrowed,unanalyzable
0,1,1,661,5. no evidence for borrowing,unanalyzable
0,1,1,662,5. no evidence for borrowing,unanalyzable
0,0.5,1,663,5. no evidence for borrowing,unanalyzable
0,1,1,664,5. no evidence for borrowing,unanalyzable
0,1,1,665,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,666,5. no evidence for borrowing,analyzable phrasal
0,1,1,667,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,668,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,669,5. no evidence for borrowing,analyzable derived
0,0.5,1,670,5. no evidence for borrowing,unanalyzable
0,0.5,0.75,671,5. no evidence for borrowing,semi-analyzable
0,0.5,1,672,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,673,2. probably borrowed,unanalyzable
0.75,0.5,1,674,2. probably borrowed,unanalyzable
1,0.5,1,675,1. clearly borrowed,unanalyzable
0,0.5,0.5,676,5. no evidence for borrowing,analyzable phrasal
0.75,0.5,1,677,2. probably borrowed,unanalyzable
1,0.8,1,678,1. clearly borrowed,unanalyzable
0,1,1,679,5. no evidence for borrowing,unanalyzable
1,0.5,1,680,1. clearly borrowed,unanalyzable
0,1,1,681,5. no evidence for borrowing,unanalyzable
0,0.5,1,682,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,683,2. probably borrowed,unanalyzable
0,0.5,1,684,5. no evidence for borrowing,unanalyzable
0,1,1,685,5. no evidence for borrowing,unanalyzable
1,0.5,1,686,1. clearly borrowed,unanalyzable
1,0.5,1,687,1. clearly borrowed,unanalyzable
1,0.8,0.75,688,1. clearly borrowed,semi-analyzable
1,0.8,0.75,689,1. clearly borrowed,semi-analyzable
0.75,0.5,0.5,690,2. probably borrowed,analyzable derived
0,0.5,1,691,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,692,5. no evidence for borrowing,analyzable derived
0,0.5,1,693,5. no evidence for borrowing,unanalyzable
0,1,1,694,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,695,5. no evidence for borrowing,analyzable derived
0,0.5,1,696,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,697,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,698,5. no evidence for borrowing,analyzable derived
0,0.5,1,699,5. no evidence for borrowing,unanalyzable
0,0.5,1,700,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,701,5. no evidence for borrowing,analyzable derived
0,1,1,702,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,703,5. no evidence for borrowing,analyzable derived
0,0.5,1,704,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,705,5. no evidence for borrowing,analyzable derived
0.25,0.5,1,706,4. very little evidence for borrowing,unanalyzable
0,0.5,0.5,707,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,708,5. no evidence for borrowing,analyzable derived
0,1,0.5,709,5. no evidence for borrowing,analyzable derived
0,0.5,1,710,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,711,5. no evidence for borrowing,analyzable derived
0,0.5,1,712,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,713,5. no evidence for borrowing,analyzable derived
0,0.5,1,714,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,715,5. no evidence for borrowing,analyzable derived
0,0.5,1,716,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,717,5. no evidence for borrowing,analyzable phrasal
0,0.5,1,718,5. no evidence for borrowing,unanalyzable
0,0.5,1,719,5. no evidence for borrowing,unanalyzable
0,1,1,720,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,721,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.75,722,5. no evidence for borrowing,semi-analyzable
0,0.5,1,723,5. no evidence for borrowing,unanalyzable
0.5,0.5,0.5,724,3. perhaps borrowed,analyzable derived
0,1,1,725,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,726,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.75,727,5. no evidence for borrowing,semi-analyzable
0,0.5,1,728,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,729,5. no evidence for borrowing,analyzable phrasal
0.5,0.5,1,730,3. perhaps borrowed,unanalyzable
0,0.5,1,731,5. no evidence for borrowing,unanalyzable
1,0.5,1,732,1. clearly borrowed,unanalyzable
0,0.5,0.75,733,5. no evidence for borrowing,semi-analyzable
0.25,0.5,1,734,4. very little evidence for borrowing,unanalyzable
1,0.5,1,735,1. clearly borrowed,unanalyzable
1,0.5,1,736,1. clearly borrowed,unanalyzable
0.5,0.5,1,737,3. perhaps borrowed,unanalyzable
1,0.8,1,738,1. clearly borrowed,unanalyzable
1,0.5,1,739,1. clearly borrowed,unanalyzable
0.75,0.5,1,740,2. probably borrowed,unanalyzable
0,0.5,0.75,741,5. no evidence for borrowing,semi-analyzable
0.5,0.5,1,742,3. perhaps borrowed,unanalyzable
0.75,0.5,0.75,743,2. probably borrowed,semi-analyzable
1,0.8,0.75,744,1. clearly borrowed,semi-analyzable
0,0.5,0.75,745,5. no evidence for borrowing,semi-analyzable
0.5,0.5,1,746,3. perhaps borrowed,unanalyzable
1,0.7,1,747,1. clearly borrowed,unanalyzable
1,0.7,0.5,748,1. clearly borrowed,analyzable phrasal
0,0.5,1,749,5. no evidence for borrowing,unanalyzable
1,0.5,1,750,1. clearly borrowed,unanalyzable
1,0.5,1,751,1. clearly borrowed,unanalyzable
1,0.5,1,752,1. clearly borrowed,unanalyzable
1,0.5,1,753,1. clearly borrowed,unanalyzable
1,0.5,1,754,1. clearly borrowed,unanalyzable
1,0.5,1,755,1. clearly borrowed,unanalyzable
0.5,0.5,1,756,3. perhaps borrowed,unanalyzable
0,0.5,0.5,757,5. no evidence for borrowing,analyzable phrasal
1,0.6,1,758,1. clearly borrowed,unanalyzable
0.75,0.5,1,759,2. probably borrowed,unanalyzable
0,0.5,1,760,5. no evidence for borrowing,unanalyzable
1,0.5,0.5,761,1. clearly borrowed,analyzable derived
1,0.5,0.5,762,1. clearly borrowed,analyzable phrasal
0,0.5,0.5,763,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,764,5. no evidence for borrowing,analyzable phrasal
1,0.5,0.5,765,1. clearly borrowed,analyzable derived
0,0.5,1,766,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,767,5. no evidence for borrowing,analyzable derived
0,0.5,0.75,768,5. no evidence for borrowing,semi-analyzable
0,0.5,0.5,769,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,770,5. no evidence for borrowing,analyzable derived
0,0.5,1,771,5. no evidence for borrowing,unanalyzable
1,0.8,0.5,772,1. clearly borrowed,analyzable phrasal
1,0.8,1,773,1. clearly borrowed,unanalyzable
0,0.5,0.5,774,5. no evidence for borrowing,analyzable derived
0,0.5,1,775,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,776,2. probably borrowed,unanalyzable
0.5,0.5,1,777,3. perhaps borrowed,unanalyzable
0,0.5,1,778,5. no evidence for borrowing,unanalyzable
0,0.5,1,779,5. no evidence for borrowing,unanalyzable
0,1,0.5,780,5. no evidence for borrowing,analyzable derived
0,0.5,0.75,781,5. no evidence for borrowing,semi-analyzable
0,0.5,0.75,782,5. no evidence for borrowing,semi-analyzable
0,0.5,1,783,5. no evidence for borrowing,unanalyzable
0,0.5,1,784,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,785,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,786,5. no evidence for borrowing,analyzable phrasal
0,0.5,1,787,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,788,5. no evidence for borrowing,analyzable derived
0,0.5,1,789,5. no evidence for borrowing,unanalyzable
0,0.5,1,790,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,791,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,792,5. no evidence for borrowing,analyzable derived
0,0.5,0.75,793,5. no evidence for borrowing,semi-analyzable
0,0.5,1,794,5. no evidence for borrowing,unanalyzable
0,0.5,0.75,795,5. no evidence for borrowing,semi-analyzable
0,0.5,0.75,796,5. no evidence for borrowing,semi-analyzable
1,0.5,1,797,1. clearly borrowed,unanalyzable
0.75,0.5,1,798,2. probably borrowed,unanalyzable
1,0.5,1,799,1. clearly borrowed,unanalyzable
0.75,0.5,1,800,2. probably borrowed,unanalyzable
0.75,0.5,1,801,2. probably borrowed,unanalyzable
1,0.5,1,802,1. clearly borrowed,unanalyzable
1,0.5,1,803,1. clearly borrowed,unanalyzable
0,0.5,0.5,804,5. no evidence for borrowing,analyzable derived
1,0.8,1,805,1. clearly borrowed,unanalyzable
1,0.8,1,806,1. clearly borrowed,unanalyzable
0,0.5,0.75,807,5. no evidence for borrowing,semi-analyzable
0,0.5,1,808,5. no evidence for borrowing,unanalyzable
0,1,1,809,5. no evidence for borrowing,unanalyzable
0.75,0.5,1,810,2. probably borrowed,unanalyzable
0.75,0.5,0.75,811,2. probably borrowed,semi-analyzable
0,0.5,0.5,812,5. no evidence for borrowing,analyzable derived
0,0.5,1,813,5. no evidence for borrowing,unanalyzable
0,0.5,1,814,5. no evidence for borrowing,unanalyzable
0,1,1,815,5. no evidence for borrowing,unanalyzable
0.5,0.5,1,816,3. perhaps borrowed,unanalyzable
0,0.5,0.5,817,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,818,5. no evidence for borrowing,analyzable derived
0.25,0.5,1,819,4. very little evidence for borrowing,unanalyzable
